Org ID,Org Legal Name,Debt Type,Rating Type,Rating,Release Date,Current?,Org Type,Rtg Action,Rtg IG/SG,Org Region,Org Country,Rtg Category,Rtg Symbol Sort,Unsolicited Rtg,Tier Level,ISO Two Char Country Code,OL/CW,OL/CW Date,Confid,Name,Latitude,Longitude,As of Year,As of Year2
108458,United States of America (Unsolicited Ratings),Issuer Credit Rating,Foreign Curr (Long-term),AAA,6/5/2002,N,Sovereign,Affirmation,IG,United States,United States,AAA,1,N,1,US,Stable,5-Jun-02,N,United States of America,38,-97,12/31/2001,2001
109409,State of The Netherlands (Unsolicited Ratings),Issuer Credit Rating,Foreign Curr (Long-term),AAA,2/10/2003,N,Sovereign,Affirmation,IG,"Europe, Middle East, Africa",Netherlands,AAA,1,N,1,NL,Stable,10-Feb-03,N,Netherlands,52.5,5.75,12/31/2001,2001
112764,Grand Duchy of Luxembourg,Issuer Credit Rating,Foreign Curr (Long-term),AAA,3/25/2002,N,Sovereign,Affirmation,IG,"Europe, Middle East, Africa",Luxembourg,AAA,1,N,1,LU,Stable,25-Mar-02,N,Luxembourg,49.75,6.1667,12/31/2001,2001
301704,Bermuda,Issuer Credit Rating,Foreign Curr (Long-term),AA,2/15/2002,N,Sovereign,Affirmation,IG,Latin America,Bermuda,AA,3,N,1,BM,Stable,15-Feb-02,N,Bermuda,32.3333,-64.75,12/31/2001,2001
302817,Republic of Paraguay,Issuer Credit Rating,Foreign Curr (Long-term),B-,11/27/2002,N,Sovereign,Downgrade,SG,Latin America,Paraguay,B,16,N,1,PY,Negative,27-Nov-02,N,Paraguay,-23,-58,12/31/2001,2001
309106,Principality of Liechtenstein,Issuer Credit Rating,Foreign Curr (Long-term),AAA,3/21/2003,N,Sovereign,Affirmation,IG,"Europe, Middle East, Africa",Liechtenstein,AAA,1,N,2,LI,Stable,21-Mar-03,N,Liechtenstein,47.1667,9.5333,12/31/2001,2001
353659,Republic of Seychelles,Issuer Credit Rating,Foreign Curr (Long-term),B,9/14/2006,N,Sovereign,New from NR,SG,"Europe, Middle East, Africa",Seychelles,B,15,N,,SC,Stable,14-Sep-06,N,Seychelles,-4.5833,55.6667,12/31/2001,2001
358409,Grenada,Issuer Credit Rating,Foreign Curr (Long-term),BB-,3/22/2002,N,Sovereign,New from Confid,SG,Latin America,Grenada,BB,13,N,1,GD,Stable,22-Mar-02,N,Grenada,12.1167,-61.6667,12/31/2001,2001
361997,Socialist Republic of Vietnam,Issuer Credit Rating,Foreign Curr (Long-term),BB-,5/28/2002,N,Sovereign,New from Confid,SG,Asia,Vietnam,BB,13,N,1,VN,Stable,28-May-02,N,Vietnam,16,106,12/31/2001,2001
363070,Kingdom of Bahrain,Issuer Credit Rating,Foreign Curr (Long-term),A-,7/15/2002,N,Sovereign,New from Confid,IG,"Europe, Middle East, Africa",Bahrain,A,7,N,1,BH,Stable,15-Jul-02,N,Bahrain,26,50.55,12/31/2001,2001
368146,Principality of Andorra,Issuer Credit Rating,Foreign Curr (Long-term),AA-,5/6/2003,N,Sovereign,New from Confid,IG,"Europe, Middle East, Africa",Andorra,AA,4,N,1,AD,Stable,6-May-03,N,Andorra,42.5,1.5,12/31/2001,2001
370198,Kingdom of Saudi Arabia,Issuer Credit Rating,Foreign Curr (Long-term),A,7/14/2003,N,Sovereign,New from Confid,IG,"Europe, Middle East, Africa",Saudi Arabia,A,6,N,1,SA,Stable,14-Jul-03,N,Saudi Arabia,25,45,12/31/2001,2001
373039,Republic of Ghana,Issuer Credit Rating,Foreign Curr (Long-term),B+,9/4/2003,N,Sovereign,New from Confid,SG,"Europe, Middle East, Africa",Ghana,B,14,N,1,GH,Stable,4-Sep-03,N,Ghana,8,-2,12/31/2001,2001
373904,Republic of Cameroon,Issuer Credit Rating,Foreign Curr (Long-term),B,11/26/2003,N,Sovereign,New from Confid,SG,"Europe, Middle East, Africa",Cameroon,B,15,N,1,CM,Stable,26-Nov-03,N,Cameroon,6,12,12/31/2001,2001
375567,The Commonwealth of The Bahamas,Issuer Credit Rating,Foreign Curr (Long-term),A-,12/3/2003,N,Sovereign,New,IG,Latin America,Bahamas,A,7,N,1,BS,Stable,3-Dec-03,N,Bahamas,24.25,-76,12/31/2001,2001
375702,Republic of Benin,Issuer Credit Rating,Foreign Curr (Long-term),B+,12/29/2003,N,Sovereign,New from Confid,SG,"Europe, Middle East, Africa",Benin,B,14,N,1,BJ,Stable,29-Dec-03,N,Benin,9.5,2.25,12/31/2001,2001
376265,Democratic Socialist Republic of Sri Lanka,Issuer Credit Rating,Foreign Curr (Long-term),B+,12/8/2005,N,Sovereign,New from Confid,SG,Asia,Sri Lanka,B,14,N,1,LK,Stable,8-Dec-05,N,Sri Lanka,7,81,12/31/2001,2001
377430,Burkina Faso,Issuer Credit Rating,Foreign Curr (Long-term),B,3/5/2004,N,Sovereign,New from Confid,SG,"Europe, Middle East, Africa",Burkina Faso,B,15,N,1,BF,Stable,5-Mar-04,N,Burkina Faso,13,-2,12/31/2001,2001
377737,Republic of Mali,Issuer Credit Rating,Foreign Curr (Long-term),B,5/5/2004,N,Sovereign,New,SG,"Europe, Middle East, Africa",Mali,B,15,N,2,ML,Stable,5-May-04,N,Mali,17,-4,12/31/2001,2001
379207,Republic of Madagascar,Issuer Credit Rating,Foreign Curr (Long-term),B,5/25/2004,N,Sovereign,New,SG,"Europe, Middle East, Africa",Madagascar,B,15,N,,MG,Stable,25-May-04,N,Madagascar,-20,47,12/31/2001,2001
379215,Republic of Mozambique,Issuer Credit Rating,Foreign Curr (Long-term),B,7/7/2004,N,Sovereign,New,SG,"Europe, Middle East, Africa",Mozambique,B,15,N,1,MZ,Positive,7-Jul-04,N,Mozambique,-18.25,35,12/31/2001,2001
380824,Republic of Macedonia,Issuer Credit Rating,Foreign Curr (Long-term),BB,7/30/2004,N,Sovereign,New,SG,"Europe, Middle East, Africa",Macedonia,BB,12,N,1,MK,Positive,30-Jul-04,N,Macedonia,41.8333,22,12/31/2001,2001
381880,Montserrat,Issuer Credit Rating,Foreign Curr (Long-term),BBB-,10/11/2004,N,Sovereign,New,IG,Latin America,Montserrat,BBB,10,N,0,MS,Positive,11-Oct-04,N,Montserrat,16.75,-62.2,12/31/2001,2001
383062,Republic of Serbia,Issuer Credit Rating,Foreign Curr (Long-term),B+,11/1/2004,N,Sovereign,New,SG,"Europe, Middle East, Africa",Serbia,B,14,N,1,RS,Stable,1-Nov-04,N,Serbia,44,20,12/31/2001,2001
384575,Republic of Montenegro,Issuer Credit Rating,Foreign Curr (Long-term),BB,12/20/2004,N,Sovereign,New,SG,"Europe, Middle East, Africa",Montenegro,BB,12,N,1,--,Stable,20-Dec-04,N,Montenegro,42,19,12/31/2001,2001
395594,Government of Georgia,Issuer Credit Rating,Foreign Curr (Long-term),B+,12/6/2005,N,Sovereign,New,SG,"Europe, Middle East, Africa",Georgia,B,14,N,1,GE,Positive,6-Dec-05,N,Georgia,42,43.5,12/31/2001,2001
397410,Federal Republic of Nigeria,Issuer Credit Rating,Foreign Curr (Long-term),BB-,2/6/2006,N,Sovereign,New,SG,"Europe, Middle East, Africa",Nigeria,BB,13,N,1,NG,Stable,6-Feb-06,N,Nigeria,10,8,12/31/2001,2001
399816,People's Republic of Bangladesh,Issuer Credit Rating,Foreign Curr (Long-term),BB-,4/5/2010,N,Sovereign,New,SG,Asia,Bangladesh,BB,13,N,1,BD,Stable,5-Apr-10,N,Bangladesh,24,90,12/31/2001,2001
402776,Republic of Fiji Islands,Issuer Credit Rating,Foreign Curr (Long-term),BB-,8/24/2006,N,Sovereign,New,SG,Pacific,Fiji,BB,13,N,1,FJ,Stable,24-Aug-06,N,Fiji,-18,175,12/31/2001,2001
405642,Republic of Kenya,Issuer Credit Rating,Foreign Curr (Long-term),B+,9/8/2006,N,Sovereign,New,SG,"Europe, Middle East, Africa",Kenya,B,14,N,1,KE,Stable,8-Sep-06,N,Kenya,1,38,12/31/2001,2001
100366,Canada,Issuer Credit Rating,Foreign Curr (Long-term),AA+,4/30/2001,N,Sovereign,Affirmation,IG,Canada,Canada,AA,2,N,1,CA,Stable,30-Apr-01,N,Canada,60,-95,12/31/2000,2000
100656,Kingdom of Denmark,Issuer Credit Rating,Foreign Curr (Long-term),AAA,2/27/2001,N,Sovereign,Upgrade,IG,"Europe, Middle East, Africa",Denmark,AAA,1,N,1,DK,Stable,27-Feb-01,N,Denmark,56,10,12/31/2000,2000
101718,Kingdom of Norway,Issuer Credit Rating,Foreign Curr (Long-term),AAA,10/29/2004,N,Sovereign,Affirmation,IG,"Europe, Middle East, Africa",Norway,AAA,1,N,1,NO,Stable,29-Oct-04,N,Norway,62,10,12/31/2000,2000
102490,Bolivarian Republic of Venezuela,Issuer Credit Rating,Foreign Curr (Long-term),B,2/11/2002,N,Sovereign,Affirmation,SG,Latin America,Venezuela,B,15,N,1,VE,WatchNeg,11-Feb-02,N,Venezuela,8,-66,12/31/2000,2000
104498,Republic of France (Unsolicited Ratings),Issuer Credit Rating,Foreign Curr (Long-term),AAA,1/24/2001,N,Sovereign,Affirmation,IG,"Europe, Middle East, Africa",France,AAA,1,N,1,FR,Stable,24-Jan-01,N,France,46,2,12/31/2000,2000
104548,United Kingdom (Unsolicited Ratings),Issuer Credit Rating,Foreign Curr (Long-term),AAA,6/24/2003,N,Sovereign,Affirmation,IG,"Europe, Middle East, Africa",United Kingdom,AAA,1,N,1,GB,Stable,24-Jun-03,N,United Kingdom,54,-2,12/31/2000,2000
